Nome,Tipo,Categoria,Cidade,Bairro,Endereço,Telefone,WhatsApp,E-mail,Site,Instagram,Facebook,LinkedIn,Google Maps,Nota no Google,Quantidade de avaliações,Status,Score comercial,Classificação comercial,Observações comerciais
Nogueira Centro Medico,Saúde,Clínica,Mogi das Cruzes,Vila Vitoria,"Nogueira Centro Medico Ltda Me, 494, Vila Vitoria, Mogi Das Cruzes, Sp",35960774,,nogueiracentromedico@gmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Nogueira+Centro+Medico+NOGUEIRA+CENTRO+MEDICO+LTDA+ME%2C+494%2C+VILA+VITORIA%2C+MOGI+DAS+CRUZES%2C+SP+Mogi+das+Cruzes+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530609385290; CNES 9385290; CNPJ 74566647000111; site oficial/redes não coletados nesta fonte
Notre Dame Intermedica Saude S A,Saúde,Clínica,Mogi das Cruzes,Centro,"Notre Dame Intermedica Saude S A, 365, Centro, Mogi Das Cruzes, Sp",(11) 3155-2000,,fabio.oliveira@intermedica.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Notre+Dame+Intermedica+Saude+S+A+NOTRE+DAME+INTERMEDICA+SAUDE+S+A%2C+365%2C+CENTRO%2C+MOGI+DAS+CRUZES%2C+SP+Mogi+das+Cruzes+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530600223328; CNES 0223328; CNPJ 44649812027419; site oficial/redes não coletados nesta fonte; Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530604354125; CNES 4354125; CNPJ 44649812040431; site oficial/redes não coletados nesta fonte; Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530600181595; CNES 0181595; CNPJ 44649812027761; site oficial/redes não coletados nesta fonte
Nt Reabilitacao Neurofuncional Ltda,Saúde,Clínica,Mogi das Cruzes,Centro,"Nt Reabilitacao Neurofuncional Ltda, 284, Centro, Mogi Das Cruzes, Sp",(18) 9625-1418,,neuro.therapy@hotmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Nt+Reabilitacao+Neurofuncional+Ltda+NT+REABILITACAO+NEUROFUNCIONAL+LTDA%2C+284%2C+CENTRO%2C+MOGI+DAS+CRUZES%2C+SP+Mogi+das+Cruzes+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530604209206; CNES 4209206; CNPJ 45934768000170; site oficial/redes não coletados nesta fonte
Nucleo De Medicina Integrada,Saúde,Clínica,Mogi das Cruzes,Vila Mogilar,"Nucleo De Medicina Integrada S S Ltda, 703, Vila Mogilar, Mogi Das Cruzes, Sp",(11) 4796-7255,,carolina.jungers@terra.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Nucleo+De+Medicina+Integrada+NUCLEO+DE+MEDICINA+INTEGRADA+S+S+LTDA%2C+703%2C+VILA+MOGILAR%2C+MOGI+DAS+CRUZES%2C+SP+Mogi+das+Cruzes+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530605970334; CNES 5970334; CNPJ 07854630000172; site oficial/redes não coletados nesta fonte
Otorrino E Alergia Servicos Medicos Ltda,Saúde,Clínica,Mogi das Cruzes,Centro,"Otorrino E Alergia Servicos Medicos Ltda, 335, Centro, Mogi Das Cruzes, Sp",(11) 4735-3178,,otorrino_alergia@outlook.com,,,,,https://www.google.com/maps/search/?api=1&query=Otorrino+E+Alergia+Servicos+Medicos+Ltda+OTORRINO+E+ALERGIA+SERVICOS+MEDICOS+LTDA%2C+335%2C+CENTRO%2C+MOGI+DAS+CRUZES%2C+SP+Mogi+das+Cruzes+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530606119174; CNES 6119174; CNPJ 08194671000142; site oficial/redes não coletados nesta fonte
Paula Pacheco Fisioterapia Pediatrica,Saúde,Clínica,Mogi das Cruzes,Vila Oliveira,"Paula Cristina Pacheco Correa Fisioterapia Ltda, 1315, Vila Oliveira, Mogi Das Cruzes, Sp",(11) 7244-2667,,paulapachecocorrea2667@gmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Paula+Pacheco+Fisioterapia+Pediatrica+PAULA+CRISTINA+PACHECO+CORREA+FISIOTERAPIA+LTDA%2C+1315%2C+VILA+OLIVEIRA%2C+MOGI+DAS+CRUZES%2C+SP+Mogi+das+Cruzes+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530603731537; CNES 3731537; CNPJ 46457218000170; site oficial/redes não coletados nesta fonte
Penteado Reabilitacao Neurologica Ltda,Saúde,Clínica,Mogi das Cruzes,Vila Industrial,"Penteado Reabilitacao Neurologica Ltda, 201, Vila Industrial, Mogi Das Cruzes, Sp",(11) 4736-2502,,penteadoreabilitacao@gmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Penteado+Reabilitacao+Neurologica+Ltda+PENTEADO+REABILITACAO+NEUROLOGICA+LTDA%2C+201%2C+VILA+INDUSTRIAL%2C+MOGI+DAS+CRUZES%2C+SP+Mogi+das+Cruzes+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530600188573; CNES 0188573; CNPJ 31062624000167; site oficial/redes não coletados nesta fonte
Peron Clinica Medica Ltda,Saúde,Clínica,Mogi das Cruzes,Vila Mogilar,"Peron Clinica Medica Ltda, 703, Vila Mogilar, Mogi Das Cruzes, Sp",(11) 2500-0050,,empresas@believer.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Peron+Clinica+Medica+Ltda+PERON+CLINICA+MEDICA+LTDA%2C+703%2C+VILA+MOGILAR%2C+MOGI+DAS+CRUZES%2C+SP+Mogi+das+Cruzes+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530600127485; CNES 0127485; CNPJ 28025762000161; site oficial/redes não coletados nesta fonte
Plaza E Masiero Servicos Medicos Limitada,Saúde,Clínica,Mogi das Cruzes,Centro,"Plaza E Masiero Servicos Medicos Limitada, 807, Centro, Mogi Das Cruzes, Sp",(01) 1542-2529,,financeiro@clinicaplaza.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Plaza+E+Masiero+Servicos+Medicos+Limitada+PLAZA+E+MASIERO+SERVICOS+MEDICOS+LIMITADA%2C+807%2C+CENTRO%2C+MOGI+DAS+CRUZES%2C+SP+Mogi+das+Cruzes+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530604448723; CNES 4448723; CNPJ 03089556000194; site oficial/redes não coletados nesta fonte
Plenitude Clinica Odontologica Ltda Me,Saúde,Clínica,Mogi das Cruzes,Alto Ipiranga,"Plenitude Clinica Odontologica Ltda, 848, Alto Ipiranga, Mogi Das Cruzes, Sp",47976221,,plenitude.odonto@gmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Plenitude+Clinica+Odontologica+Ltda+Me+PLENITUDE+CLINICA+ODONTOLOGICA+LTDA%2C+848%2C+ALTO+IPIRANGA%2C+MOGI+DAS+CRUZES%2C+SP+Mogi+das+Cruzes+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530606113923; CNES 6113923; CNPJ 05550943000101; site oficial/redes não coletados nesta fonte
R B L Servicos Medicos Ltda Me,Saúde,Clínica,Mogi das Cruzes,Jardim Santista,"R B L Servicos Medicos Ltda, 172, Jardim Santista, Mogi Das Cruzes, Sp",(11) 2312-2772,,financeiro@nuclearmogi.com.br,,,,,https://www.google.com/maps/search/?api=1&query=R+B+L+Servicos+Medicos+Ltda+Me+R+B+L+SERVICOS+MEDICOS+LTDA%2C+172%2C+JARDIM+SANTISTA%2C+MOGI+DAS+CRUZES%2C+SP+Mogi+das+Cruzes+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530606652409; CNES 6652409; CNPJ 09529287000116; site oficial/redes não coletados nesta fonte
Radiologic Radiologia E Diagnostico Odontologico Ltda,Saúde,Clínica,Mogi das Cruzes,Centro,"Radiologic Radiologia E Diagnostico Odontologico Ltda, 1493, Centro, Mogi Das Cruzes, Sp",47261535,,patricia@radiologicdigital.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Radiologic+Radiologia+E+Diagnostico+Odontologico+Ltda+RADIOLOGIC+RADIOLOGIA+E+DIAGNOSTICO+ODONTOLOGICO+LTDA%2C+1493%2C+CENTRO%2C+MOGI+DAS+CRUZES%2C+SP+Mogi+das+Cruzes+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530609414096; CNES 9414096; CNPJ 15232839000203; site oficial/redes não coletados nesta fonte; Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530608097003; CNES 8097003; CNPJ 15232839000122; site oficial/redes não coletados nesta fonte
Inec Instituto De Neurologia Eletrodiagnostico E Neurocir,Saúde,Clínica,Mogi das Cruzes,Centro,"Inec Instituto De Neurologia Eletrodiagnostico E Neurocir, 1201, Centro, Mogi Das Cruzes, Sp",(11) 4799-8817,,mattosinhojr@hotmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Inec+Instituto+De+Neurologia+Eletrodiagnostico+E+Neurocir+INEC+INSTITUTO+DE+NEUROLOGIA+ELETRODIAGNOSTICO+E+NEUROCIR%2C+1201%2C+CENTRO%2C+MOGI+DAS+CRUZES%2C+SP+Mogi+das+Cruzes+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530603366820; CNES 3366820; CNPJ 47655113000199; site oficial/redes não coletados nesta fonte
Real Remocoes Medicas,Saúde,Clínica,Mogi das Cruzes,Jundiapeba,"Real Remocoes Medicas Ltda, 2286, Jundiapeba, Mogi Das Cruzes, Sp",(11) 4795-3533,,realremocoesmedicas@gmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Real+Remocoes+Medicas+REAL+REMOCOES+MEDICAS+LTDA%2C+2286%2C+JUNDIAPEBA%2C+MOGI+DAS+CRUZES%2C+SP+Mogi+das+Cruzes+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530604430190; CNES 4430190; CNPJ 16894534000149; site oficial/redes não coletados nesta fonte
Reales Fisioterapia Ltda,Saúde,Clínica,Mogi das Cruzes,Centro,"Reales Fisioterapia Ltda, 1267, Centro, Mogi Das Cruzes, Sp",(11) 4729-5470,,realesfisioterapia@hotmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Reales+Fisioterapia+Ltda+REALES+FISIOTERAPIA+LTDA%2C+1267%2C+CENTRO%2C+MOGI+DAS+CRUZES%2C+SP+Mogi+das+Cruzes+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530606601103; CNES 6601103; CNPJ 10915316000167; site oficial/redes não coletados nesta fonte
Red8 Exames E Vacinacao,Saúde,Clínica,Mogi das Cruzes,Centro,"Red 8 Rede Excelencia Diagnostica Ltda, 269, Centro, Mogi Das Cruzes, Sp",(11) 4191-6772,,ana@acertacontabil.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Red8+Exames+E+Vacinacao+RED+8+REDE+EXCELENCIA+DIAGNOSTICA+LTDA%2C+269%2C+CENTRO%2C+MOGI+DAS+CRUZES%2C+SP+Mogi+das+Cruzes+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530602872323; CNES 2872323; CNPJ 39907859000386; site oficial/redes não coletados nesta fonte
Renova Clinica De Psicologia E Especialidades,Saúde,Clínica,Mogi das Cruzes,Centro,"Renova Clinica De Psicologia E Especialidades, 763, Centro, Mogi Das Cruzes, Sp",(11) 4726-9811,,luciene@rsconsultoriajuridica.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Renova+Clinica+De+Psicologia+E+Especialidades+RENOVA+CLINICA+DE+PSICOLOGIA+E+ESPECIALIDADES%2C+763%2C+CENTRO%2C+MOGI+DAS+CRUZES%2C+SP+Mogi+das+Cruzes+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530607560621; CNES 7560621; CNPJ 11308944000147; site oficial/redes não coletados nesta fonte
Saeduc Medicina Engenharia Do Trabalho Ltda,Saúde,Clínica,Mogi das Cruzes,Jardim Santista,"Saeduc Medicina Engenharia Do Trabalho Ltda, 200, Jardim Santista, Mogi Das Cruzes, Sp",(11) 7304-9260,,cadastro.acaocontabil@hotmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Saeduc+Medicina+Engenharia+Do+Trabalho+Ltda+SAEDUC+MEDICINA+ENGENHARIA+DO+TRABALHO+LTDA%2C+200%2C+JARDIM+SANTISTA%2C+MOGI+DAS+CRUZES%2C+SP+Mogi+das+Cruzes+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530605899621; CNES 5899621; CNPJ 27775380000192; site oficial/redes não coletados nesta fonte
Salute Care Clinica De Psicologia Fonoaudiologia E Fisioter,Saúde,Clínica,Mogi das Cruzes,Vila Oliveira,"Salute Care Clinica De Psicologia Fonoaudiologia E Fisioter, 118, Vila Oliveira, Mogi Das Cruzes, Sp",(11) 4762-1190,,isabela@salutecare.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Salute+Care+Clinica+De+Psicologia+Fonoaudiologia+E+Fisioter+SALUTE+CARE+CLINICA+DE+PSICOLOGIA+FONOAUDIOLOGIA+E+FISIOTER%2C+118%2C+VILA+OLIVEIRA%2C+MOGI+DAS+CRUZES%2C+SP+Mogi+das+Cruzes+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530609767681; CNES 9767681; CNPJ 13582724000213; site oficial/redes não coletados nesta fonte
Samed Servicos De Assistencia Medica Odontologica E Hospi,Saúde,Clínica,Mogi das Cruzes,Centro,"Samed Servicos De Assistencia Medica Odontologica E Hospi, 255, Centro, Mogi Das Cruzes, Sp",(11) 4795-4000,,samed@samed.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Samed+Servicos+De+Assistencia+Medica+Odontologica+E+Hospi+SAMED+SERVICOS+DE+ASSISTENCIA+MEDICA+ODONTOLOGICA+E+HOSPI%2C+255%2C+CENTRO%2C+MOGI+DAS+CRUZES%2C+SP+Mogi+das+Cruzes+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530602785064; CNES 2785064; CNPJ 44295962000190; site oficial/redes não coletados nesta fonte
Sant Martin Psicologia Ltda,Saúde,Clínica,Mogi das Cruzes,Centro,"Sant Martin Psicologia Ltda, 930, Centro, Mogi Das Cruzes, Sp",(11) 4722-4608,,cadastro@mojicontab.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Sant+Martin+Psicologia+Ltda+SANT+MARTIN+PSICOLOGIA+LTDA%2C+930%2C+CENTRO%2C+MOGI+DAS+CRUZES%2C+SP+Mogi+das+Cruzes+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530600281646; CNES 0281646; CNPJ 36408991000193; site oficial/redes não coletados nesta fonte
Santiago Novaes Clinica Urologica Ss Ltda Epp,Saúde,Clínica,Mogi das Cruzes,Alto Do Ipiranga,"Santiago Novaes Clinica Urologica S S Ltda Epp, 773, Alto Do Ipiranga, Mogi Das Cruzes, Sp",(11) 4727-6989,,centrourologico@uol.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Santiago+Novaes+Clinica+Urologica+Ss+Ltda+Epp+SANTIAGO+NOVAES+CLINICA+UROLOGICA+S+S+LTDA+EPP%2C+773%2C+ALTO+DO+IPIRANGA%2C+MOGI+DAS+CRUZES%2C+SP+Mogi+das+Cruzes+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530602785072; CNES 2785072; CNPJ 54787841000110; site oficial/redes não coletados nesta fonte
Saniza Assistencia Em Saude Ltda Me,Saúde,Clínica,Mogi das Cruzes,Centro,"Saniza Assistencia Em Saude Ltda, 1310, Centro, Mogi Das Cruzes, Sp",(11) 4799-9888,,sanizasaude@gmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Saniza+Assistencia+Em+Saude+Ltda+Me+SANIZA+ASSISTENCIA+EM+SAUDE+LTDA%2C+1310%2C+CENTRO%2C+MOGI+DAS+CRUZES%2C+SP+Mogi+das+Cruzes+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530605072123; CNES 5072123; CNPJ 07452325000154; site oficial/redes não coletados nesta fonte
Santorius Medicina Cirurgica E Diagnostica Ltda,Saúde,Clínica,Mogi das Cruzes,Centro,"Santorius Medicina Cirurgica E Diagnostica Ltda, 240, Centro, Mogi Das Cruzes, Sp",(11) 2133-5944,,legalizacao@pluscontabilsaude.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Santorius+Medicina+Cirurgica+E+Diagnostica+Ltda+SANTORIUS+MEDICINA+CIRURGICA+E+DIAGNOSTICA+LTDA%2C+240%2C+CENTRO%2C+MOGI+DAS+CRUZES%2C+SP+Mogi+das+Cruzes+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530600804835; CNES 0804835; CNPJ 26318312000131; site oficial/redes não coletados nesta fonte
Simtese Medicina E Seguranca Ocupacional Ltda,Saúde,Pronto Atendimento / UPA,Mogi das Cruzes,Centro,"Simtese Medicina E Seguranca Ocupacional Ltda, 613, Centro, Mogi Das Cruzes, Sp",28851204,,contato@simtese.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Simtese+Medicina+E+Seguranca+Ocupacional+Ltda+SIMTESE+MEDICINA+E+SEGURANCA+OCUPACIONAL+LTDA%2C+613%2C+CENTRO%2C+MOGI+DAS+CRUZES%2C+SP+Mogi+das+Cruzes+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530602953102; CNES 2953102; CNPJ 33120006000151; site oficial/redes não coletados nesta fonte
Smart Multiclinica,Saúde,Clínica,Mogi das Cruzes,Centro,"Mb Mogi Das Cruzes Centro Clinica Medica Ltda, 488, Centro, Mogi Das Cruzes, Sp",(11) 4799-9987,,adm.mogidascruzes@smartmulticlinica.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Smart+Multiclinica+MB+MOGI+DAS+CRUZES+CENTRO+CLINICA+MEDICA+LTDA%2C+488%2C+CENTRO%2C+MOGI+DAS+CRUZES%2C+SP+Mogi+das+Cruzes+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530604079507; CNES 4079507; CNPJ 36875404000176; site oficial/redes não coletados nesta fonte
Sociedade Empresarial Medica De Radiodiagnostico Ltda,Saúde,Clínica,Mogi das Cruzes,Centro,"Sociedade Empresarial Medica De Radiodiagnostico Ltda, 166, Centro, Mogi Das Cruzes, Sp",(11) 4799-1933,,contasmedicas@mojimagem.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Sociedade+Empresarial+Medica+De+Radiodiagnostico+Ltda+SOCIEDADE+EMPRESARIAL+MEDICA+DE+RADIODIAGNOSTICO+LTDA%2C+166%2C+CENTRO%2C+MOGI+DAS+CRUZES%2C+SP+Mogi+das+Cruzes+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530602785080; CNES 2785080; CNPJ 45600483000101; site oficial/redes não coletados nesta fonte
Sol Saude Em Odontologia S S Ltda,Saúde,Clínica,Mogi das Cruzes,Jardim Santista,"Sol Saude Em Odontologia S S Ltda, 172, Jardim Santista, Mogi Das Cruzes, Sp",(11) 4722-9116,,patriciaallem@zipmail.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Sol+Saude+Em+Odontologia+S+S+Ltda+SOL+SAUDE+EM+ODONTOLOGIA+S+S+LTDA%2C+172%2C+JARDIM+SANTISTA%2C+MOGI+DAS+CRUZES%2C+SP+Mogi+das+Cruzes+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530603745627; CNES 3745627; CNPJ 03589662000137; site oficial/redes não coletados nesta fonte
Sp Med Servicos Medicos Ltda,Saúde,Clínica,Mogi das Cruzes,Socorro,"Sp Med Servicos Medicos Ltda, 350, Socorro, Mogi Das Cruzes, Sp",(11) 5460-2060,,maspconsultorio@hotmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Sp+Med+Servicos+Medicos+Ltda+SP+MED+SERVICOS+MEDICOS+LTDA%2C+350%2C+SOCORRO%2C+MOGI+DAS+CRUZES%2C+SP+Mogi+das+Cruzes+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530604073665; CNES 4073665; CNPJ 21331438000122; site oficial/redes não coletados nesta fonte
Staff Servicos Medicos Ltda,Saúde,Clínica,Mogi das Cruzes,Vila Brasileira,"Staff Servicos Medicos Ltda, 344, Vila Brasileira, Mogi Das Cruzes, Sp",(11) 4175-9595,,contato@staffremocoes.com,,,,,https://www.google.com/maps/search/?api=1&query=Staff+Servicos+Medicos+Ltda+STAFF+SERVICOS+MEDICOS+LTDA%2C+344%2C+VILA+BRASILEIRA%2C+MOGI+DAS+CRUZES%2C+SP+Mogi+das+Cruzes+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530608213003; CNES 8213003; CNPJ 26193579000140; site oficial/redes não coletados nesta fonte
Neuroclinica Ipiranga Mogi Das Cruzes,Saúde,Clínica,Mogi das Cruzes,Jardim Santista,"Neuroclinica Ipiranga S S Ltda, 847, Jardim Santista, Mogi Das Cruzes, Sp",(11) 4727-7349,,neuroclinicaipiranga@uol.com.br,,,,,https://www.google.com/maps/search/?api=1&query=Neuroclinica+Ipiranga+Mogi+Das+Cruzes+NEUROCLINICA+IPIRANGA+S+S+LTDA%2C+847%2C+JARDIM+SANTISTA%2C+MOGI+DAS+CRUZES%2C+SP+Mogi+das+Cruzes+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530603899594; CNES 3899594; CNPJ 03113167000157; site oficial/redes não coletados nesta fonte
T Hoff Saude Mental Ltda,Saúde,Clínica,Mogi das Cruzes,Centro,"T Hoff Saude Mental Ltda, 335, Centro, Mogi Das Cruzes, Sp",(11) 4799-0111,,knippel@knippel.com.br,,,,,https://www.google.com/maps/search/?api=1&query=T+Hoff+Saude+Mental+Ltda+T+HOFF+SAUDE+MENTAL+LTDA%2C+335%2C+CENTRO%2C+MOGI+DAS+CRUZES%2C+SP+Mogi+das+Cruzes+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530604207750; CNES 4207750; CNPJ 41109795000158; site oficial/redes não coletados nesta fonte
Tchella Clinica Medica Ltda,Saúde,Clínica,Mogi das Cruzes,Jardim Santista,"Tchella Clinica Medica Ltda, 212, Jardim Santista, Mogi Das Cruzes, Sp",(11) 3596-1484,,admclinicasantemogi@hotmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Tchella+Clinica+Medica+Ltda+TCHELLA+CLINICA+MEDICA+LTDA%2C+212%2C+JARDIM+SANTISTA%2C+MOGI+DAS+CRUZES%2C+SP+Mogi+das+Cruzes+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530607348029; CNES 7348029; CNPJ 11023010000169; site oficial/redes não coletados nesta fonte
Trem Azul Clinica De Desenvolvimento Multiciplinar,Saúde,Clínica,Mogi das Cruzes,Centro,"Trem Azul Clinica De Desenvolvimento Multidisciplinar Ltda, 273, Centro, Mogi Das Cruzes, Sp",(11) 7414-5559,,meireleska@hotmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Trem+Azul+Clinica+De+Desenvolvimento+Multiciplinar+TREM+AZUL+CLINICA+DE+DESENVOLVIMENTO+MULTIDISCIPLINAR+LTDA%2C+273%2C+CENTRO%2C+MOGI+DAS+CRUZES%2C+SP+Mogi+das+Cruzes+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530608443270; CNES 8443270; CNPJ 66296594000138; site oficial/redes não coletados nesta fonte
Tsuha Odontologia,Saúde,Clínica,Mogi das Cruzes,Jardim Santa Carolin,"Fabio Kenji Tsuha, 250, Jardim Santa Carolin, Mogi Das Cruzes, Sp",(11) 7549-1753,,odontotsuha@yahoo.com,,,,,https://www.google.com/maps/search/?api=1&query=Tsuha+Odontologia+FABIO+KENJI+TSUHA%2C+250%2C+JARDIM+SANTA+CAROLIN%2C+MOGI+DAS+CRUZES%2C+SP+Mogi+das+Cruzes+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530609896112; CNES 9896112; CNPJ 32507542000141; site oficial/redes não coletados nesta fonte
Tw Servicos Medicos Ltda Me,Saúde,Clínica,Mogi das Cruzes,Centro,"Tw Servicos Medicos Ltda Me, 883, Centro, Mogi Das Cruzes, Sp",47993341,,edkei883@hotmail.com,,,,,https://www.google.com/maps/search/?api=1&query=Tw+Servicos+Medicos+Ltda+Me+TW+SERVICOS+MEDICOS+LTDA+ME%2C+883%2C+CENTRO%2C+MOGI+DAS+CRUZES%2C+SP+Mogi+das+Cruzes+SP,,,sem informação,50,Prioridade Média,Fonte CNES/DATASUS: https://cnes2.datasus.gov.br/Mod_Basico.asp?VCo_Unidade=3530609047859; CNES 9047859; CNPJ 22380652000131; site oficial/redes não coletados nesta fonte
